letter,error,position,length
E,63,1440,1000
F,36,0,1000
G,26,240,1000
I,18,80,1000
J,7,1680,1000
K,25,1120,1000
L,16,1760,1000
M,58,1520,1000
N,2,1360,1000
O,52,1600,1000
P,6,1200,1000
Q,7,320,1000
R,37,400,1000
S,20,1840,1000
T,37,640,1000
U,63,960,1000
V,24,1040,1000
W,25,1280,1000
X,97,160,1000
Y,44,480,1000
Z,50,720,1000
A,30,1920,1000
B,14,480,1000
C,18,1520,1000
D,26,320,1000
E,80,1040,1000
F,16,1600,1000
G,68,1440,1000
H,80,240,1000
I,34,400,1000
J,26,1760,1000
K,16,1680,1000
L,20,1120,1000
M,40,0,1000
N,1,-1,1000
O,40,880,1000
P,28,1280,1000
Q,18,560,1000
R,20,720,1000
S,18,640,1000
T,90,160,1000
U,40,80,1000
V,30,800,1000
W,30,1200,1000
X,26,1840,1000
Y,46,1360,1000
Z,32,960,1000
B,40,0,1000
Z,20,80,1000
M,34,160,1000
A,51,240,1000
J,76,320,1000
R,52,400,1000
N,58,480,1000
U,56,560,1000
C,52,640,1000
K,52,720,1000
H,92,800,1000
Q,15,880,1000
L,50,960,1000
I,87,1040,1000
W,66,1120,1000
X,19,1200,1000
V,55,1280,1000
E,50,1360,1000
S,120,1440,1000
D,80,1520,1000
T,128,1600,1000
F,112,1680,1000
G,97,1760,1000
O,109,1840,1000
P,160,1920,1000
U,24,0,1000
K,22,80,1000
I,59,160,1000
G,44,240,1000
L,34,320,1000
Z,30,400,1000
Y,23,480,1000
D,32,560,1000
X,37,640,1000
M,44,720,1000
W,30,800,1000
R,66,880,1000
O,52,960,1000
A,91,1040,1000
B,39,1120,1000
N,38,1200,1000
H,31,1280,1000
C,29,1360,1000
T,59,1440,1000
F,51,1520,1000
V,45,1600,1000
Q,37,1680,1000
E,58,1760,1000
S,67,1840,1000
P,49,1920,1000
A,21,160,1000
B,28,720,1000
C,19,320,1000
D,59,1840,1000
E,65,1280,1000
F,23,960,1000
G,25,1120,1000
H,50,1440,1000
I,10,0,1000
J,21,1360,1000
K,44,1520,1000
L,58,1680,1000
M,26,880,1000
N,62,1760,1000
O,25,1200,1000
Q,15,1920,1000
R,30,80,1000
S,35,240,1000
T,38,480,1000
U,33,1600,1000
V,23,1040,1000
W,33,640,1000
X,20,560,1000
Y,29,400,1000
Z,25,800,1000
X,10,0,1000
U,20,80,1000
I,30,160,1000
L,60,240,1000
B,20,320,1000
D,40,400,1000
V,5,480,1000
Z,15,560,1000
R,50,640,1000
H,90,720,1000
E,35,800,1000
P,55,880,1000
F,35,960,1000
T,175,1040,1000
G,70,1120,1000
S,90,1200,1000
O,85,1280,1000
N,75,1360,1000
A,45,1440,1000
Y,55,1520,1000
C,20,1600,1000
W,20,1680,1000
Q,15,1760,1000
K,50,1840,1000
M,50,1920,1000
I,44,0,1000
K,24,80,1000
L,24,160,1000
D,84,240,1000
N,90,320,1000
J,44,400,1000
X,82,480,1000
F,102,560,1000
B,90,640,1000
E,92,720,1000
O,154,800,1000
Q,36,880,1000
A,44,960,1000
C,96,1040,1000
Y,36,1120,1000
T,148,1200,1000
Z,64,1280,1000
G,76,1360,1000
W,52,1440,1000
M,52,1520,1000
P,32,1600,1000
S,82,1680,1000
H,126,1760,1000
R,60,1840,1000
U,58,1920,1000
T,10,0,1000
W,4,80,1000
E,30,160,1000
P,13,240,1000
D,8,320,1000
J,11,400,1000
A,22,480,1000
S,47,560,1000
N,33,640,1000
H,18,720,1000
U,3,800,1000
M,55,880,1000
I,55,960,1000
F,37,1040,1000
V,13,1120,1000
L,58,1200,1000
B,43,1280,1000
Y,36,1360,1000
Z,25,1440,1000
R,77,1520,1000
O,55,1600,1000
G,59,1680,1000
C,49,1760,1000
Q,9,1840,1000
X,27,1920,1000
U,40,0,1000
X,50,80,1000
F,45,160,1000
O,75,240,1000
C,60,320,1000
Y,50,400,1000
Q,30,480,1000
I,40,560,1000
L,45,640,1000
Z,45,720,1000
S,65,800,1000
T,65,880,1000
H,60,960,1000
P,50,1040,1000
A,70,1120,1000
E,70,1200,1000
D,50,1280,1000
K,35,1360,1000
B,40,1440,1000
N,60,1520,1000
V,35,1600,1000
M,40,1680,1000
R,80,1760,1000
J,40,1840,1000
G,50,1920,1000
V,1,0,1000
B,10,80,1000
J,10,160,1000
I,24,240,1000
Y,31,320,1000
S,27,400,1000
T,29,480,1000
E,65,560,1000
U,38,640,1000
W,11,720,1000
A,20,800,1000
Q,14,880,1000
X,15,960,1000
C,11,1040,1000
P,7,1120,1000
M,34,1200,1000
K,11,1280,1000
H,49,1360,1000
N,80,1440,1000
R,128,1520,1000
L,32,1600,1000
D,60,1680,1000
G,60,1760,1000
Z,29,1840,1000
O,29,1920,1000
V,10,0,1000
H,26,80,1000
M,34,160,1000
E,62,240,1000
F,50,320,1000
N,54,400,1000
S,44,480,1000
I,60,560,1000
W,10,640,1000
U,4,720,1000
T,28,800,1000
B,32,880,1000
D,44,960,1000
K,14,1040,1000
C,14,1120,1000
Q,22,1200,1000
G,34,1280,1000
X,4,1360,1000
A,42,1440,1000
L,74,1520,1000
J,20,1600,1000
Z,20,1680,1000
Y,90,1760,1000
O,64,1840,1000
P,110,1920,1000
V,6,0,1000
S,27,80,1000
R,23,160,1000
F,13,240,1000
N,8,320,1000
J,98,400,1000
U,25,480,1000
O,123,560,1000
C,37,640,1000
Y,21,720,1000
I,97,800,1000
P,44,880,1000
Z,24,960,1000
M,72,1040,1000
T,102,1120,1000
H,91,1200,1000
L,50,1280,1000
A,56,1360,1000
G,59,1440,1000
B,48,1520,1000
W,34,1600,1000
E,87,1680,1000
K,38,1760,1000
D,80,1840,1000
Q,19,1920,1000
J,30,0,1000
I,60,80,1000
Y,35,160,1000
S,60,240,1000
M,60,320,1000
X,25,400,1000
H,40,480,1000
G,50,560,1000
N,60,640,1000
V,35,720,1000
F,40,800,1000
D,95,880,1000
C,35,960,1000
Z,60,1040,1000
O,40,1120,1000
U,75,1200,1000
A,120,1280,1000
B,60,1360,1000
E,45,1440,1000
T,75,1520,1000
K,110,1600,1000
L,155,1680,1000
P,35,1760,1000
R,80,1840,1000
Q,55,1920,1000
A,32,0,1000
L,20,80,1000
J,35,160,1000
C,32,240,1000
S,35,320,1000
P,33,400,1000
M,35,480,1000
X,20,560,1000
E,28,640,1000
B,30,720,1000
Y,20,800,1000
H,35,880,1000
Z,29,960,1000
W,35,1040,1000
I,2,1120,1000
V,24,1200,1000
F,28,1280,1000
U,11,1360,1000
K,8,1440,1000
Q,17,1520,1000
G,25,1600,1000
O,51,1680,1000
T,56,1760,1000
R,31,1840,1000
N,51,1920,1000
T,30,0,1000
M,16,80,1000
A,32,160,1000
P,46,240,1000
E,43,320,1000
H,45,400,1000
U,15,480,1000
F,35,560,1000
G,34,640,1000
Z,15,720,1000
J,50,800,1000
N,36,880,1000
Q,30,960,1000
L,37,1040,1000
K,47,1120,1000
B,35,1200,1000
X,32,1280,1000
S,81,1360,1000
C,64,1440,1000
R,43,1520,1000
W,40,1600,1000
I,77,1680,1000
D,47,1760,1000
O,79,1840,1000
Y,61,1920,1000
B,24,0,1000
U,15,80,1000
P,50,160,1000
Y,20,240,1000
O,56,320,1000
S,79,400,1000
A,58,480,1000
N,43,560,1000
I,51,640,1000
W,14,720,1000
C,26,800,1000
E,41,880,1000
V,39,960,1000
M,27,1040,1000
D,37,1120,1000
Q,25,1200,1000
R,71,1280,1000
J,62,1360,1000
G,46,1440,1000
Z,38,1520,1000
H,59,1600,1000
F,66,1680,1000
L,48,1760,1000
X,31,1840,1000
T,110,1920,1000
Z,70,0,1000
M,44,80,1000
O,56,160,1000
D,149,240,1000
V,72,320,1000
R,135,400,1000
Q,84,480,1000
P,77,560,1000
C,97,640,1000
I,51,720,1000
T,93,800,1000
U,42,880,1000
N,68,960,1000
W,42,1040,1000
Y,86,1120,1000
E,116,1200,1000
X,72,1280,1000
H,64,1360,1000
G,92,1440,1000
K,100,1520,1000
J,94,1600,1000
L,95,1680,1000
F,50,1760,1000
B,55,1840,1000
S,122,1920,1000
Z,60,0,1000
A,60,80,1000
L,60,160,1000
P,60,240,1000
I,60,320,1000
O,60,400,1000
T,60,480,1000
B,60,560,1000
K,35,640,1000
D,35,720,1000
N,35,800,1000
M,35,880,1000
Y,35,960,1000
Q,35,1040,1000
X,35,1120,1000
F,35,1200,1000
S,35,1280,1000
C,35,1360,1000
U,35,1440,1000
V,35,1520,1000
W,35,1600,1000
G,35,1680,1000
R,35,1760,1000
H,35,1840,1000
J,35,1920,1000
E,70,0,1000
D,32,80,1000
T,52,160,1000
R,66,240,1000
A,55,320,1000
M,57,400,1000
Z,50,480,1000
H,50,560,1000
I,66,640,1000
F,86,720,1000
G,58,800,1000
U,35,880,1000
P,75,960,1000
L,65,1040,1000
K,44,1120,1000
N,64,1200,1000
W,23,1280,1000
C,51,1360,1000
V,65,1440,1000
X,44,1520,1000
J,80,1600,1000
Q,50,1680,1000
O,61,1760,1000
S,86,1840,1000
B,80,1920,1000
A,24,400,1000
C,27,160,1000
B,39,1760,1000
E,69,800,1000
D,34,560,1000
G,35,480,1000
F,29,960,1000
I,56,880,1000
H,42,720,1000
K,60,1840,1000
J,34,80,1000
M,54,1680,1000
L,98,1920,1000
O,50,1200,1000
N,50,1360,1000
Q,19,1120,1000
P,81,1600,1000
S,59,1440,1000
R,80,240,1000
U,60,1280,1000
T,32,0,1000
W,39,1040,1000
V,44,320,1000
Y,51,640,1000
X,42,1520,1000
S,49,0,1000
L,31,80,1000
A,54,160,1000
C,35,240,1000
B,25,320,1000
Z,11,400,1000
H,57,480,1000
I,103,560,1000
J,43,640,1000
K,28,720,1000
N,42,800,1000
D,23,880,1000
G,32,960,1000
W,23,1040,1000
T,32,1120,1000
M,32,1200,1000
X,30,1280,1000
V,23,1360,1000
P,106,1440,1000
O,77,1520,1000
U,64,1600,1000
Q,17,1680,1000
E,62,1760,1000
F,50,1840,1000
Y,80,1920,1000
A,32,720,1000
B,21,1760,1000
C,33,1680,1000
D,24,160,1000
E,30,240,1000
F,33,320,1000
H,33,1360,1000
I,34,1200,1000
J,32,960,1000
K,27,1840,1000
L,6,0,1000
M,28,1920,1000
N,29,880,1000
O,31,480,1000
P,31,1040,1000
Q,30,560,1000
R,24,1120,1000
S,25,1440,1000
T,22,1520,1000
U,34,400,1000
V,26,80,1000
W,27,800,1000
X,31,1600,1000
Y,25,640,1000
Z,27,1280,1000
A,140,240,1000
B,104,320,1000
C,80,1920,1000
D,95,480,1000
E,131,800,1000
F,98,1120,1000
G,68,160,1000
H,140,1840,1000
I,110,720,1000
J,104,1280,1000
K,128,0,1000
L,95,1760,1000
M,80,560,1000
N,0,-1,1000
O,128,640,1000
P,77,1440,1000
Q,56,960,1000
R,152,1680,1000
S,98,880,1000
T,110,1600,1000
U,50,80,1000
V,77,1520,1000
W,95,1360,1000
X,65,400,1000
Y,119,1200,1000
Z,77,1040,1000
M,40,0,1000
A,20,80,1000
I,20,160,1000
D,50,240,1000
S,40,320,1000
U,20,400,1000
F,20,480,1000
L,50,560,1000
J,50,640,1000
Q,20,720,1000
H,35,800,1000
W,65,880,1000
G,20,960,1000
N,45,1040,1000
O,45,1120,1000
Z,25,1200,1000
E,90,1280,1000
Y,60,1360,1000
T,75,1440,1000
P,55,1520,1000
B,50,1600,1000
C,40,1680,1000
X,30,1760,1000
K,65,1840,1000
V,35,1920,1000
W,4,0,1000
T,27,80,1000
R,42,160,1000
Y,21,240,1000
O,33,320,1000
G,61,400,1000
F,47,480,1000
J,32,560,1000
I,68,640,1000
B,39,720,1000
Z,12,800,1000
C,9,880,1000
U,50,960,1000
V,32,1040,1000
Q,10,1120,1000
X,7,1200,1000
N,89,1280,1000
S,45,1360,1000
H,44,1440,1000
E,91,1520,1000
D,72,1600,1000
L,44,1680,1000
A,136,1760,1000
K,42,1840,1000
M,67,1920,1000
G,24,0,1000
B,20,80,1000
H,44,160,1000
R,20,240,1000
Q,8,320,1000
J,58,400,1000
U,64,480,1000
Y,80,560,1000
N,8,640,1000
Z,38,720,1000
O,72,800,1000
W,30,880,1000
K,56,960,1000
X,52,1040,1000
S,88,1120,1000
P,138,1200,1000
I,84,1280,1000
T,148,1360,1000
M,64,1440,1000
D,40,1520,1000
C,68,1600,1000
V,32,1680,1000
E,86,1760,1000
L,98,1840,1000
A,80,1920,1000
G,32,0,1000
D,38,80,1000
W,56,160,1000
I,68,240,1000
M,116,320,1000
E,56,400,1000
Y,56,480,1000
N,62,560,1000
Z,44,640,1000
S,140,720,1000
J,128,800,1000
C,116,880,1000
H,140,960,1000
A,116,1040,1000
O,86,1120,1000
Q,56,1200,1000
U,62,1280,1000
P,50,1360,1000
T,140,1440,1000
L,110,1520,1000
V,92,1600,1000
F,104,1680,1000
B,104,1760,1000
X,50,1840,1000
K,86,1920,1000
S,8,0,1000
J,23,80,1000
R,32,160,1000
G,55,240,1000
I,77,320,1000
L,137,400,1000
P,84,480,1000
H,78,560,1000
T,74,640,1000
W,51,720,1000
M,24,800,1000
B,53,880,1000
Y,48,960,1000
Q,26,1040,1000
F,58,1120,1000
C,56,1200,1000
O,60,1280,1000
E,68,1360,1000
V,56,1440,1000
U,60,1520,1000
K,42,1600,1000
X,43,1680,1000
A,66,1760,1000
Z,50,1840,1000
D,85,1920,1000
Q,8,0,1000
F,35,80,1000
L,77,160,1000
Y,69,240,1000
N,74,320,1000
O,42,400,1000
A,74,480,1000
I,95,560,1000
S,81,640,1000
Z,35,720,1000
C,43,800,1000
G,29,880,1000
X,37,960,1000
U,43,1040,1000
W,45,1120,1000
V,39,1200,1000
K,48,1280,1000
P,61,1360,1000
T,84,1440,1000
H,59,1520,1000
D,30,1600,1000
J,35,1680,1000
E,76,1760,1000
R,108,1840,1000
B,71,1920,1000
I,24,0,1000
H,54,80,1000
G,39,160,1000
A,39,240,1000
M,73,320,1000
X,39,400,1000
O,81,480,1000
Z,50,560,1000
B,52,640,1000
P,43,720,1000
T,46,800,1000
E,87,880,1000
C,52,960,1000
J,43,1040,1000
Y,47,1120,1000
F,62,1200,1000
W,75,1280,1000
R,61,1360,1000
V,60,1440,1000
K,54,1520,1000
L,57,1600,1000
Q,56,1680,1000
S,51,1760,1000
N,76,1840,1000
D,46,1920,1000
Y,16,0,1000
Z,14,80,1000
T,88,160,1000
U,42,240,1000
A,50,320,1000
G,73,400,1000
Q,3,480,1000
V,18,560,1000
E,95,640,1000
B,45,720,1000
D,18,800,1000
H,67,880,1000
J,38,960,1000
N,33,1040,1000
O,43,1120,1000
K,18,1200,1000
L,39,1280,1000
F,20,1360,1000
I,88,1520,1000
S,69,1600,1000
C,17,1680,1000
X,64,1760,1000
M,49,1840,1000
W,51,1920,1000
Z,68,0,1000
V,29,80,1000
O,50,160,1000
L,86,240,1000
M,45,320,1000
G,58,400,1000
E,120,480,1000
P,90,560,1000
W,40,640,1000
X,52,720,1000
D,95,800,1000
U,58,880,1000
N,46,960,1000
H,72,1040,1000
S,106,1120,1000
T,106,1200,1000
J,68,1280,1000
I,132,1360,1000
F,92,1440,1000
A,100,1520,1000
Y,63,1600,1000
R,75,1680,1000
C,54,1760,1000
B,52,1840,1000
K,24,1920,1000
V,35,0,1000
K,35,80,1000
P,35,160,1000
S,35,240,1000
W,30,320,1000
B,30,400,1000
F,30,480,1000
J,85,560,1000
H,75,640,1000
N,75,720,1000
E,50,800,1000
Z,50,880,1000
Q,40,960,1000
I,85,1040,1000
U,65,1120,1000
D,50,1200,1000
M,70,1280,1000
R,100,1360,1000
L,75,1440,1000
G,60,1520,1000
A,90,1600,1000
O,90,1680,1000
T,85,1760,1000
X,75,1840,1000
Y,85,1920,1000
X,38,0,1000
D,39,80,1000
A,46,160,1000
Z,36,240,1000
L,60,320,1000
C,54,400,1000
B,65,480,1000
N,57,560,1000
K,55,640,1000
U,73,720,1000
H,66,800,1000
S,43,880,1000
W,60,960,1000
G,75,1040,1000
J,50,1120,1000
I,65,1200,1000
M,83,1280,1000
R,24,1360,1000
E,45,1440,1000
Q,40,1520,1000
V,47,1600,1000
T,91,1680,1000
P,73,1760,1000
Y,46,1840,1000
F,72,1920,1000
W,23,0,1000
L,68,80,1000
H,167,160,1000
T,83,240,1000
R,65,320,1000
Q,21,400,1000
Y,54,480,1000
M,22,560,1000
D,56,640,1000
K,73,720,1000
V,60,800,1000
O,78,880,1000
U,83,960,1000
B,74,1040,1000
A,54,1120,1000
S,70,1200,1000
E,47,1280,1000
N,79,1360,1000
G,105,1440,1000
X,51,1520,1000
F,127,1600,1000
C,81,1680,1000
P,82,1760,1000
I,76,1840,1000
J,80,1920,1000
T,21,0,1000
B,21,80,1000
Q,29,160,1000
I,26,240,1000
C,33,320,1000
U,30,400,1000
A,33,480,1000
O,95,560,1000
H,77,640,1000
E,80,720,1000
Z,19,800,1000
P,42,880,1000
V,49,960,1000
J,52,1040,1000
G,63,1120,1000
F,82,1200,1000
M,97,1280,1000
K,109,1360,1000
N,116,1440,1000
Y,138,1520,1000
X,35,1600,1000
D,56,1680,1000
S,126,1760,1000
W,77,1840,1000
R,84,1920,1000
B,19,0,1000
P,18,80,1000
X,21,160,1000
Z,31,240,1000
C,74,320,1000
Y,64,400,1000
Q,68,480,1000
S,61,560,1000
G,51,640,1000
A,51,720,1000
U,30,800,1000
F,21,880,1000
O,44,960,1000
I,42,1040,1000
W,30,1120,1000
R,34,1200,1000
E,47,1280,1000
M,33,1360,1000
H,57,1440,1000
L,47,1520,1000
N,82,1600,1000
V,29,1680,1000
J,33,1760,1000
T,64,1840,1000
D,48,1920,1000
Q,18,0,1000
U,64,80,1000
Y,61,160,1000
K,35,240,1000
X,45,320,1000
N,74,400,1000
J,95,480,1000
A,30,560,1000
Z,63,640,1000
D,54,720,1000
B,58,800,1000
S,75,880,1000
M,83,960,1000
E,55,1040,1000
T,143,1120,1000
O,57,1200,1000
V,61,1280,1000
C,102,1360,1000
H,59,1440,1000
L,56,1520,1000
G,69,1600,1000
F,70,1680,1000
R,135,1760,1000
P,73,1840,1000
W,125,1920,1000
K,28,0,1000
R,18,80,1000
N,48,160,1000
T,56,240,1000
B,22,320,1000
V,6,400,1000
Y,20,480,1000
W,72,560,1000
D,14,640,1000
I,36,720,1000
Z,16,800,1000
M,24,880,1000
P,12,960,1000
E,58,1040,1000
A,86,1120,1000
X,16,1200,1000
U,24,1280,1000
O,50,1360,1000
Q,16,1440,1000
S,58,1520,1000
J,16,1600,1000
H,28,1680,1000
C,38,1760,1000
L,30,1840,1000
G,74,1920,1000
S,35,0,1000
G,20,80,1000
X,25,160,1000
B,35,240,1000
U,30,320,1000
N,70,400,1000
Q,10,480,1000
T,60,560,1000
J,25,640,1000
H,35,720,1000
Y,20,800,1000
E,50,880,1000
Z,10,960,1000
O,40,1040,1000
M,35,1120,1000
V,15,1200,1000
K,30,1280,1000
A,60,1360,1000
W,30,1440,1000
F,20,1520,1000
L,15,1600,1000
C,20,1680,1000
D,35,1760,1000
R,65,1840,1000
P,30,1920,1000
M,30,0,1000
Z,20,80,1000
T,82,160,1000
C,30,240,1000
P,40,320,1000
U,68,400,1000
H,50,480,1000
L,50,560,1000
V,35,640,1000
S,96,720,1000
A,38,800,1000
X,25,880,1000
F,12,960,1000
E,20,1040,1000
I,35,1120,1000
G,45,1200,1000
B,34,1280,1000
R,64,1360,1000
O,60,1440,1000
W,47,1520,1000
Q,37,1600,1000
J,50,1680,1000
D,51,1760,1000
Y,40,1840,1000
K,50,1920,1000
A,25,1680,1000
B,24,720,1000
C,25,400,1000
D,11,1760,1000
E,26,1840,1000
F,28,480,1000
G,27,880,1000
H,7,1120,1000
I,44,160,1000
J,23,800,1000
K,55,1440,1000
L,11,1280,1000
M,0,1520,1000
N,9,1040,1000
O,16,0,1000
P,18,240,1000
Q,25,560,1000
R,25,1920,1000
S,44,1360,1000
T,38,320,1000
U,9,1200,1000
V,1,960,1000
W,32,640,1000
X,13,1600,1000
Y,31,80,1000
A,65,960,1000
B,32,1760,1000
C,9,1200,1000
D,47,720,1000
E,137,1440,1000
F,121,1920,1000
G,24,80,1000
H,58,560,1000
I,55,1600,1000
J,54,1040,1000
K,62,320,1000
L,66,400,1000
M,75,880,1000
N,76,640,1000
O,84,1840,1000
P,38,1360,1000
Q,26,240,1000
R,51,1280,1000
S,0,-1,1000
T,126,480,1000
U,24,0,1000
V,56,1680,1000
W,25,1120,1000
X,34,800,1000
Y,67,1520,1000
Z,31,160,1000
M,28,0,1000
I,26,80,1000
X,47,160,1000
A,52,240,1000
D,18,320,1000
T,41,400,1000
H,68,480,1000
B,24,560,1000
C,73,640,1000
J,8,720,1000
U,32,800,1000
S,62,880,1000
Q,38,960,1000
Z,38,1040,1000
N,69,1120,1000
Y,38,1200,1000
G,34,1280,1000
P,52,1360,1000
O,53,1440,1000
E,88,1520,1000
K,94,1600,1000
W,79,1680,1000
F,61,1760,1000
V,56,1840,1000
R,88,1920,1000
E,40,0,1000
L,30,80,1000
N,20,160,1000
D,20,240,1000
S,20,320,1000
R,30,400,1000
C,50,480,1000
W,70,560,1000
H,70,640,1000
B,50,720,1000
Q,70,800,1000
O,50,880,1000
I,30,960,1000
J,40,1040,1000
V,40,1120,1000
G,30,1200,1000
Y,50,1280,1000
T,30,1360,1000
A,40,1440,1000
K,40,1520,1000
F,30,1600,1000
M,20,1680,1000
P,30,1760,1000
Z,30,1840,1000
X,30,1920,1000
M,30,0,1000
C,39,80,1000
A,30,160,1000
T,35,240,1000
X,23,320,1000
O,38,400,1000
E,41,480,1000
R,35,560,1000
U,33,640,1000
S,42,720,1000
G,36,800,1000
K,37,880,1000
Z,42,960,1000
I,62,1040,1000
F,37,1120,1000
P,30,1200,1000
N,60,1280,1000
W,61,1360,1000
H,51,1440,1000
L,35,1520,1000
B,25,1600,1000
Y,58,1680,1000
V,48,1760,1000
J,60,1840,1000
D,40,1920,1000
B,10,0,1000
U,20,80,1000
S,50,160,1000
F,40,240,1000
L,10,320,1000
V,15,400,1000
H,60,480,1000
C,20,560,1000
I,95,640,1000
E,30,720,1000
R,75,800,1000
X,25,880,1000
W,45,960,1000
A,30,1040,1000
M,55,1120,1000
Y,35,1200,1000
K,30,1280,1000
Z,10,1360,1000
G,30,1440,1000
J,45,1520,1000
P,25,1600,1000
N,80,1680,1000
Q,55,1760,1000
D,45,1840,1000
O,45,1920,1000
H,60,0,1000
R,28,80,1000
L,74,160,1000
U,38,240,1000
C,0,320,1000
F,64,400,1000
W,44,480,1000
S,6,560,1000
N,84,640,1000
J,36,720,1000
T,138,800,1000
K,58,880,1000
Z,24,960,1000
B,60,1040,1000
O,84,1120,1000
G,70,1200,1000
V,60,1280,1000
P,100,1360,1000
M,80,1440,1000
Q,64,1520,1000
I,76,1600,1000
Y,84,1680,1000
X,30,1760,1000
D,88,1840,1000
A,100,1920,1000
R,40,0,1000
W,32,80,1000
T,90,160,1000
U,80,240,1000
F,86,320,1000
A,70,400,1000
G,32,480,1000
Y,60,560,1000
L,76,640,1000
B,52,720,1000
X,64,800,1000
S,88,880,1000
J,68,960,1000
Q,48,1040,1000
H,68,1120,1000
N,56,1200,1000
V,54,1280,1000
Z,40,1360,1000
K,68,1440,1000
P,80,1520,1000
M,80,1600,1000
D,100,1680,1000
I,138,1760,1000
E,176,1840,1000
C,30,1920,1000
A,65,1840,1000
B,3,1200,1000
C,13,160,1000
D,39,480,1000
E,91,1600,1000
F,16,1680,1000
G,44,1760,1000
H,33,800,1000
I,1,0,1000
J,10,640,1000
K,30,880,1000
M,5,400,1000
N,17,1360,1000
O,5,720,1000
P,10,960,1000
Q,21,1280,1000
R,20,80,1000
S,36,1520,1000
T,62,1920,1000
U,21,560,1000
V,11,1040,1000
W,37,320,1000
X,6,1440,1000
Y,42,240,1000
Z,15,1120,1000
Z,24,0,1000
C,44,80,1000
M,29,160,1000
N,37,240,1000
L,16,320,1000
Y,36,400,1000
U,28,480,1000
K,61,560,1000
X,16,640,1000
R,31,720,1000
J,14,800,1000
S,21,880,1000
W,26,960,1000
B,28,1040,1000
V,50,1120,1000
T,101,1200,1000
P,49,1280,1000
F,77,1360,1000
G,65,1440,1000
E,83,1520,1000
O,79,1600,1000
A,48,1680,1000
D,52,1760,1000
Q,28,1840,1000
H,14,1920,1000
Q,9,0,1000
J,32,80,1000
G,15,160,1000
R,46,240,1000
L,15,320,1000
B,30,400,1000
A,26,480,1000
F,2,560,1000
V,23,640,1000
T,70,720,1000
Z,13,800,1000
I,35,880,1000
C,14,960,1000
S,38,1040,1000
N,50,1120,1000
M,24,1200,1000
E,21,1280,1000
K,29,1360,1000
P,56,1440,1000
D,54,1520,1000
Y,1,1600,1000
U,22,1680,1000
H,38,1760,1000
X,27,1840,1000
W,59,1920,1000
Q,10,0,1000
J,10,80,1000
S,30,160,1000
D,40,240,1000
R,70,320,1000
M,0,400,1000
C,90,480,1000
A,60,560,1000
O,50,640,1000
H,20,720,1000
Z,40,800,1000
Y,70,880,1000
B,50,960,1000
G,50,1040,1000
E,90,1120,1000
K,70,1200,1000
V,50,1280,1000
P,40,1360,1000
X,40,1440,1000
L,60,1520,1000
W,80,1600,1000
T,110,1680,1000
I,80,1760,1000
U,60,1840,1000
N,120,1920,1000
A,153,1920,1000
B,53,160,1000
C,36,960,1000
D,67,1840,1000
E,85,1680,1000
F,36,640,1000
G,63,1760,1000
H,1,-1,1000
I,8,1120,1000
J,34,1040,1000
K,37,400,1000
L,60,560,1000
M,29,80,1000
N,63,240,1000
O,20,0,1000
P,43,800,1000
Q,18,1360,1000
R,40,1200,1000
S,42,880,1000
T,79,1520,1000
U,51,480,1000
V,55,1440,1000
W,70,720,1000
X,17,1280,1000
Y,62,1600,1000
Z,36,320,1000
A,8,0,1000
R,10,80,1000
J,32,160,1000
T,41,240,1000
I,25,320,1000
V,13,400,1000
C,15,480,1000
B,15,560,1000
G,30,640,1000
N,77,720,1000
L,25,800,1000
H,67,880,1000
Z,14,960,1000
P,47,1040,1000
K,36,1120,1000
O,61,1200,1000
U,75,1280,1000
F,42,1360,1000
E,48,1440,1000
X,24,1520,1000
Y,35,1600,1000
D,170,1680,1000
Q,51,1760,1000
S,110,1840,1000
M,5,1920,1000
O,21,0,1000
K,36,80,1000
X,6,160,1000
H,45,240,1000
M,43,320,1000
I,44,400,1000
A,34,480,1000
Q,62,560,1000
E,73,640,1000
V,25,720,1000
N,52,800,1000
S,81,880,1000
G,21,960,1000
U,66,1040,1000
B,53,1120,1000
P,81,1200,1000
W,69,1280,1000
Y,36,1360,1000
R,93,1440,1000
F,70,1520,1000
T,58,1600,1000
Z,54,1680,1000
J,53,1760,1000
D,129,1840,1000
L,52,1920,1000
R,32,0,1000
L,32,80,1000
P,32,160,1000
V,32,240,1000
Z,4,320,1000
H,50,400,1000
K,50,480,1000
M,50,560,1000
E,38,640,1000
Y,68,720,1000
U,86,800,1000
A,86,880,1000
Q,32,960,1000
B,40,1040,1000
X,70,1120,1000
C,80,1200,1000
S,128,1280,1000
D,62,1360,1000
T,56,1440,1000
W,102,1520,1000
I,80,1600,1000
J,110,1680,1000
N,62,1760,1000
F,62,1840,1000
O,96,1920,1000
A,184,2560,2000
B,38,3040,2000
C,172,3200,2000
D,138,1120,2000
E,144,3680,2000
F,42,320,2000
G,18,0,2000
H,344,640,2000
I,100,3840,2000
J,58,2720,2000
K,124,960,2000
L,6,2240,2000
M,112,1920,2000
N,4,-1,2000
O,214,1440,2000
P,44,1280,2000
Q,58,2880,2000
R,284,3360,2000
S,8,1600,2000
T,32,2080,2000
U,44,3520,2000
V,112,480,2000
W,310,160,2000
X,8,1760,2000
Y,30,800,2000
Z,8,2400,2000
W,130,0,2000
X,197,160,2000
R,254,320,2000
T,428,480,2000
U,120,640,2000
H,209,800,2000
L,158,960,2000
